농장명,주사육업종,축종,소재지(지번),소재지(도로명),규모(제곱미터),사육두수,데이터기준일자
JK농장,한우,한우,충청남도 부여군 남면 마정리 837번지 4호  ,충청남도 부여군 남면 남성로 706-10,2132,50,2026-01-30
에덴농장,염소,염소,"충청남도 부여군 은산면 거전리 501번지 ,502 ",,182.5,40,2026-01-30
호암축산,한우,한우,충청남도 부여군 남면 송암리 1020번지 4호  ,충청남도 부여군 남면 구룡로 101-33,2800,150,2026-01-30
승혁농장,한우,한우,충청남도 부여군 세도면 반조원리 262번지 2호  ,,174,10,2026-01-30
동석농장,염소,염소,충청남도 부여군 세도면 반조원리 96번지  ,충청남도 부여군 세도면 세도로461번길 17-2,36,49,2026-01-30
외양간,한우,"한우, 염소",충청남도 부여군 세도면 청송리 717번지 4호  ,,74.25,14,2026-01-30
류기호,한우,한우,충청남도 부여군 세도면 청송리 163번지 5호  ,,48,5,2026-01-30
수고윤섭농장,한우,한우,충청남도 부여군 세도면 수고리 847번지 1호  ,,49,5,2026-01-30
영성농장,한우,한우,충청남도 부여군 규암면 수목리 515번지  ,,49.98,4,2026-01-30
새뜸농장,한우,한우,충청남도 부여군 구룡면 죽절리 237번지  ,,50,8,2026-01-30
오정식,한우,한우,충청남도 부여군 부여읍 염창리 37번지  ,,50,4,2026-01-30
강정일,한우,한우,충청남도 부여군 외산면 비암리 94번지 5호  ,,35,3,2026-01-30
임보영축산농가,한우,한우,충청남도 부여군 석성면 석성리 555번지  ,충청남도 부여군 석성면 석성북로 17-9,32.14,5,2026-01-30
박학순,한우,한우,충청남도 부여군 외산면 비암리 284번지 2호  ,,50,7,2026-01-30
이재경,한우,한우,충청남도 부여군 세도면 수고리 176번지  ,,36,2,2026-01-30
김영길,한우,한우,충청남도 부여군 홍산면 조현리 421번지 2호  ,,20,2,2026-01-30
한우농장,한우,한우,충청남도 부여군 세도면 사산리 산 10번지 7호  ,,50,7,2026-01-30
가온농장,한우,,충청남도 부여군 홍산면 좌홍리 1016번지 14호  ,,900,0,2026-01-30
형연농장,한우,"한우, 염소",충청남도 부여군 장암면 합곡리 1024번지 3호  ,,900,105,2026-01-30
경종농장,한우,한우,충청남도 부여군 부여읍 자왕리 67번지 2호  ,,98,8,2026-01-30
권영목,한우,한우,충청남도 부여군 세도면 청송리 227번지 1호  ,,50,7,2026-01-30
석현농장,한우,한우,충청남도 부여군 임천면 발산리 산 34번지  ,,49,5,2026-01-30
김영민,한우,한우,충청남도 부여군 내산면 저동리 113번지  ,,35,2,2026-01-30
이용우,한우,한우,충청남도 부여군 규암면 나복리 577번지 1호  ,,30.61,3,2026-01-30
이필구,한우,한우,충청남도 부여군 규암면 나복리 576번지 2호  ,,48,4,2026-01-30
춘배농장,한우,,충청남도 부여군 임천면 만사리 238번지  ,,48,0,2026-01-30
대성농장,한우,한우,충청남도 부여군 임천면 구교리 325번지 3호  ,,90,2,2026-01-30
박성직,한우,한우,충청남도 부여군 내산면 온해리 621번지  ,,32,3,2026-01-30
영창농장,한우,한우,충청남도 부여군 임천면 가신리 176번지  ,,40,5,2026-01-30
범연농장,한우,,충청남도 부여군 임천면 칠산리 238번지  ,,50,0,2026-01-30
김종금,한우,한우,충청남도 부여군 홍산면 조현리 386번지 1호  ,,17.82,4,2026-01-30
세복농장,한우,한우,충청남도 부여군 임천면 두곡리 236번지 8호  ,,15.36,1,2026-01-30
번지농장,한우,한우,충청남도 부여군 충화면 청남리 413번지 10호  ,,650,10,2026-01-30
정영모,한우,한우,충청남도 부여군 남면 마정리 836번지 5호  ,,350,16,2026-01-30
상준농장,한우,한우,충청남도 부여군 홍산면 토정리 318번지 1호  ,,1020,12,2026-01-30
우리한우농장,한우,한우,충청남도 부여군 규암면 합송리 94번지 1호  ,,2551.5,100,2026-01-30
홍종현,육계,육계,충청남도 부여군 홍산면 남촌리 420번지 6호  ,,50,200,2026-01-30
초원염소농장,염소,염소,충청남도 부여군 장암면 북고리 570번지  ,,939.01,100,2026-01-30
오동나무농장,한우,한우,충청남도 부여군 초촌면 응평리 277번지  ,충청남도 부여군 초촌면 금백로891번길 12,67.25,7,2026-01-30
용운농장,한우,한우,충청남도 부여군 임천면 만사리 132번지 1호  ,,48,6,2026-01-30
오덕농장,한우,,충청남도 부여군 충화면 오덕리 230번지 1호  ,충청남도 부여군 충화면 오덕로86번길 34-7,30,0,2026-01-30
박형규,한우,한우,충청남도 부여군 세도면 반조원리 66번지 2호  ,,20,4,2026-01-30
성원농장,한우,한우,충청남도 부여군 초촌면 초평리 408번지 3호  ,,15,2,2026-01-30
황은주,한우,,충청남도 부여군 부여읍 용정리 73번지 2호  ,,90,0,2026-01-30
조중응,한우,한우,충청남도 부여군 남면 회동리 257번지  ,,49,3,2026-01-30
만기농장,한우,한우,충청남도 부여군 초촌면 신암리 220번지 1호  ,충청남도 부여군 초촌면 신암로179번길 46,48,7,2026-01-30
현미농장,한우,한우,충청남도 부여군 충화면 현미리 321번지 2호  ,,33,3,2026-01-30
김순환,한우,한우,충청남도 부여군 옥산면 홍연리 329번지 10호  ,,16,3,2026-01-30
나병용,한우,한우,충청남도 부여군 세도면 수고리 산 29번지  ,,49,9,2026-01-30
정용기,한우,한우,충청남도 부여군 남면 송학리 155번지  ,,16.5,1,2026-01-30
임영춘농장,한우,한우,충청남도 부여군 충화면 현미리 42번지 1호  ,,50,6,2026-01-30
안양골농원,염소,염소,충청남도 부여군 은산면 경둔리 416번지  ,,312,140,2026-01-30
석산농장,한우,한우,충청남도 부여군 충화면 현미리 320번지 3호  ,,56.76,2,2026-01-30
평산농장,염소,염소,충청남도 부여군 초촌면 송국리 370번지 8호  ,,175,30,2026-01-30
대원농장,한우,한우,충청남도 부여군 옥산면 내대리 375번지  ,,325.5,15,2026-01-30
진성농장,한우,한우,충청남도 부여군 규암면 나복리 408번지 3호  ,충청남도 부여군 규암면 호수로 130,462.38,40,2026-01-30
창조한우농장,한우,한우,충청남도 부여군 초촌면 산직리 759번지 1호  ,,708,15,2026-01-30
신임농장,한우,한우,충청남도 부여군 내산면 운치리 218번지 5호  ,,1750,34,2026-01-30
오송대목장,한우,한우,충청남도 부여군 양화면 오량리 602번지 2호  ,충청남도 부여군 양화면 충절로397번길 42-48,500,100,2026-01-30
소마일농장,한우,한우,충청남도 부여군 홍산면 좌홍리 1020번지 1호  ,,4000,300,2026-01-30
함월농장,한우,한우,충청남도 부여군 장암면 합곡리 679번지 1호  ,,1600,160,2026-01-30
연호농장(맑은하늘),한우,한우,충청남도 부여군 규암면 반산리 88번지 14호  ,,1134,113,2026-01-30
AG농장,한우,한우,충청남도 부여군 부여읍 송곡리 10번지  ,,464.28,80,2026-01-30
대명에이지농장,한우,한우,충청남도 부여군 규암면 부여두리 37번지 3호  ,,2741,270,2026-01-30
거산농장,한우,한우,충청남도 부여군 규암면 부여두리 37번지 9호  ,,2100,100,2026-01-30
보람농장,한우,한우,"충청남도 부여군 규암면 진변리 222번지 8호 ,222-10 ",,2891.85,220,2026-01-30
오가네옻닭,육계,육계,충청남도 부여군 홍산면 남촌리 187번지 14호  ,,34.3,70,2026-01-30
김대철,한우,한우,충청남도 부여군 양화면 초왕리 560번지 5호  ,,1620,20,2026-01-30
영구농장,육계,,충청남도 부여군 외산면 장항리 451번지 1호  ,,1849.8,0,2026-01-30
미현농장,염소,염소,충청남도 부여군 초촌면 신암리 311번지  ,,80,15,2026-01-30
오악사 한우농장 2,한우,한우,충청남도 부여군 규암면 나복리 875번지 9호  ,,2052,200,2026-01-30
홍일목장,젖소,젖소,충청남도 부여군 홍산면 교원리 265번지  ,,1822.85,70,2026-01-30
희망농장,한우,한우,충청남도 부여군 규암면 나복리 868번지 1호  ,,1820,52,2026-01-30
선우농장,한우,,충청남도 부여군 남면 회동리 8번지 10호  ,,600,0,2026-01-30
송곡축산,한우,한우,충청남도 부여군 부여읍 송곡리 363번지 3호  ,,1147.5,80,2026-01-30
강석천 농장,한우,한우,충청남도 부여군 구룡면 구봉리 688번지 9호 외1(구봉리 688-10) ,충청남도 부여군 구룡면 흥수로456번길 50-125,2600,9,2026-01-30
청포농장,한우,한우,충청남도 부여군 세도면 청포리 산 14번지 3호  ,,48.5,4,2026-01-30
젖소목장,젖소,젖소,충청남도 부여군 외산면 반교리 279번지 4호  ,,2750.18,20,2026-01-30
번지농장1번,한우,한우,충청남도 부여군 석성면 증산리 982번지 3호  ,,273.99,25,2026-01-30
승연농장,한우,한우,충청남도 부여군 규암면 노화리 6번지 1호  ,,2436,150,2026-01-30
그림농장,한우,한우,충청남도 부여군 부여읍 중정리 89번지  ,,220.5,20,2026-01-30
행운목장,한우,한우,충청남도 부여군 장암면 점상리 201번지 6호  ,충청남도 부여군 장암면 남성로882번길 102,994.5,70,2026-01-30
탑산농장3,한우,한우,충청남도 부여군 임천면 비정리 90번지 1호  ,,650,60,2026-01-30
농업회사법인내꿈한우(주),한우,한우,충청남도 부여군 남면 송암리 966-3 외1(966-4) ,,6292.23,418,2026-01-30
해옥농장,한우,한우,충청남도 부여군 양화면 암수리 168번지 18호  ,,528,3,2026-01-30
대흥목장,한우,한우,충청남도 부여군 임천면 만사리 124번지 8호  ,,599.04,10,2026-01-30
다온농장,한우,한우,충청남도 부여군 부여읍 신정리 573번지 4호  ,충청남도 부여군 부여읍 대울로 31-54,1980.45,5,2026-01-30
민종농장,한우,한우,충청남도 부여군 석성면 석성리 1250번지  ,충청남도 부여군 석성면 석성로 51-46,2050,150,2026-01-30
나복농장,한우,한우,충청남도 부여군 규암면 나복리 877번지 4호  ,,1200,120,2026-01-30
유곡농장,한우,한우,충청남도 부여군 남면 회동리 891번지 11호  ,,340,30,2026-01-30
다정농장,한우,한우,충청남도 부여군 규암면 수목리 482번지 1호  ,,290.08,20,2026-01-30
합송농장,한우,한우,충청남도 부여군 규암면 합송리 82번지 1호  ,,1300,200,2026-01-30
김홍규,염소,염소,충청남도 부여군 양화면 상촌리 186번지 3호  ,,96,50,2026-01-30
미소농장(은산),한우,한우,충청남도 부여군 은산면 은산리 224번지 9호  ,,7104.58,500,2026-01-30
우리소농장,한우,한우,충청남도 부여군 은산면 은산리 202번지 1호  ,,1408.4,24,2026-01-30
정원농장,한우,한우,충청남도 부여군 초촌면 소사리 816번지  ,,1750,170,2026-01-30
삼보농장,한우,한우,충청남도 부여군 규암면 반산리 367번지 4호  ,,1740,174,2026-01-30
부림농장,한우,한우,충청남도 부여군 양화면 암수리 26번지 3호 외 1필지(26-12) ,,1156.5,156,2026-01-30
은비네농장,한우,한우,충청남도 부여군 석성면 증산리 112번지 3호 외1(1446-1) ,,1380,50,2026-01-30
대양축산2농장,한우,한우,충청남도 부여군 규암면 합송리 133번지 6호  ,,2800,280,2026-01-30
건영농장,한우,한우,충청남도 부여군 초촌면 소사리 1089번지  ,,1250,100,2026-01-30
그린한우농장,한우,한우,충청남도 부여군 남면 회동리 166번지 8호 외1필지(166-9) ,,1060,100,2026-01-30
우리소다,한우,"한우, 육우",충청남도 부여군 남면 마정리 1165번지 7호  ,,3220,250,2026-01-30
헌수농장,한우,한우,충청남도 부여군 임천면 탑산리 735번지 1호  ,,445.5,44,2026-01-30
헌수농장,한우,한우,충청남도 부여군 구룡면 죽교리 675번지  ,,1360,136,2026-01-30
대박농장,한우,한우,충청남도 부여군 충화면 현미리 631번지  ,,96,3,2026-01-30
금천농장,한우,"한우, 육우",충청남도 부여군 남면 금천리 164번지  ,충청남도 부여군 남면 금천로 101,645,70,2026-01-30
삼영농장Ⅱ,한우,한우,충청남도 부여군 석성면 봉정리 1038번지 5호  ,충청남도 부여군 석성면 석성남로 143-21,3100,310,2026-01-30
포포농장,한우,한우,충청남도 부여군 구룡면 주정리 413번지 3호 외1필지(413-4) ,,1700,42,2026-01-30
신성 은산골 축산농장(2),한우,한우,"충청남도 부여군 규암면 신성리 524번지 3호 외2필지(513-8, 524-1) ",,1600,160,2026-01-30
거전농장,한우,한우,충청남도 부여군 은산면 거전리 545번지 1호  ,,900,30,2026-01-30
하린,한우,한우,충청남도 부여군 세도면 간대리 166번지 5호  ,,1200,120,2026-01-30
행복농장,한우,한우,충청남도 부여군 규암면 나복리 872번지 5호  ,,1700,170,2026-01-30
재두네 한우농장2,한우,"한우, 육우",충청남도 부여군 규암면 합송리 155번지 4호  ,,3000,200,2026-01-30
영훈목장,한우,한우,"충청남도 부여군 구룡면 용당리 182번지 11호 외4(182-14,183-1,183-3,183-5) ",,160,16,2026-01-30
재두네 한우농장,한우,한우,"충청남도 부여군 규암면 합송리 157번지 7호 외 3필지(157-8, 157-9, 171-1) ",,5800,570,2026-01-30
백제축산,한우,한우,충청남도 부여군 세도면 청포리 296번지 9호  ,,2156,210,2026-01-30
정은농장,한우,한우,충청남도 부여군 은산면 가중리 263번지  ,,1468.16,34,2026-01-30
라온농장,한우,한우,충청남도 부여군 초촌면 산직리 771번지 14호  ,충청남도 부여군 초촌면 초평로152번길 65-115,1500,150,2026-01-30
별하농장,한우,한우,충청남도 부여군 초촌면 소사리 787번지  ,,1100,110,2026-01-30
이화농장,한우,한우,충청남도 부여군 은산면 가곡리 218번지 12호 외1(218-9) ,,369.96,35,2026-01-30
안성농장,한우,한우,충청남도 부여군 옥산면 가덕리 509번지 3호  ,,1500,50,2026-01-30
가덕농장,한우,한우,충청남도 부여군 옥산면 가덕리 658번지 외1(659) ,,953.03,80,2026-01-30
부원목장,한우,한우,"충청남도 부여군 초촌면 진호리 375번지 27호 외6(375-23,-26,-28,-29,392-44,-85) ",,634.3,63,2026-01-30
승훈2축산,한우,한우,충청남도 부여군 은산면 대양리 85번지 6호  ,,1100,110,2026-01-30
미소농장,한우,한우,충청남도 부여군 규암면 노화리 6번지 1호  ,,1296,100,2026-01-30
한용농장,한우,한우,"충청남도 부여군 석성면 현내리 681번지 2호 외5(682-2,680,698-2,695-2,695-3) ",,740.21,25,2026-01-30
남산농원,한우,한우,"충청남도 부여군 장암면 상황리 38번지 외5(38-1,38-2,38-3,38-7,343-35) ",,564.94,56,2026-01-30
부자농장,한우,한우,충청남도 부여군 초촌면 산직리 759번지 1호  ,충청남도 부여군 초촌면 선사로336번길 54,904,90,2026-01-30
홍산축산,한우,한우,충청남도 부여군 옥산면 가덕리 186번지 3호  ,,1600,150,2026-01-30
서인한우,한우,한우,충청남도 부여군 홍산면 무정리 295번지  ,,90.65,6,2026-01-30
유림목장,젖소,젖소,충청남도 부여군 홍산면 토정리 274번지 3호  ,,2631.41,93,2026-01-30
최재민,한우,한우,충청남도 부여군 남면 회동리 887번지 2호 외1(887-4) ,,2106,175,2026-01-30
백병화농장,한우,한우,충청남도 부여군 장암면 원문리 647번지 3호  ,,460,38,2026-01-30
영학농장,한우,한우,충청남도 부여군 임천면 구교리 838번지 3호  ,,700,60,2026-01-30
서윤목장,한우,한우,충청남도 부여군 규암면 노화리 29번지 4호  ,,1372,150,2026-01-30
천보농장,한우,한우,충청남도 부여군 내산면 천보리 491번지  ,,96,5,2026-01-30
금강농장,한우,한우,"충청남도 부여군 규암면 부여두리 22번지 4호 외2필지(22-5, 22-6) ",,2700,224,2026-01-30
외리농장,한우,한우,충청남도 부여군 규암면 외리 26번지 68호 외1(26-155) ,,1594.88,158,2026-01-30
이레목장,한우,한우,충청남도 부여군 구룡면 구봉리 405번지 4호  ,,414.72,60,2026-01-30
조태식축사,한우,한우,충청남도 부여군 석성면 증산리 1454번지 1호 외1 (1454-2) ,,2048,170,2026-01-30
두레,한우,한우,충청남도 부여군 석성면 증산리 1320번지 131호 외 1필지 ,,300,42,2026-01-30
학군농장,한우,한우,충청남도 부여군 은산면 거전리 559번지 1호  ,,200,17,2026-01-30
미래목장,한우,한우,"충청남도 부여군 내산면 율암리 128번지 3호 , 128-6 ",,325,39,2026-01-30
허성배축사,한우,한우,충청남도 부여군 초촌면 송국리 18번지  ,,334,28,2026-01-30
태휘농장2,한우,한우,충청남도 부여군 규암면 금암리 461번지 6호  ,,1600,133,2026-01-30
백운농장,한우,한우,충청남도 부여군 홍산면 정동리 638번지  ,,80,3,2026-01-30
소사농장,한우,한우,충청남도 부여군 초촌면 소사리 1033번지  ,,1425,118,2026-01-30
부부농장,한우,한우,충청남도 부여군 장암면 합곡리 465번지  ,,243,21,2026-01-30
재건농장,육계,,"충청남도 부여군 홍산면 정동리 576번지 4호 외2필지(576-5, 576-7) ",충청남도 부여군 홍산면 홍산정동로 129 (외 4필지),4344,0,2026-01-30
채사농장,한우,"한우, 염소",충청남도 부여군 임천면 두곡리 198번지 5호  ,충청남도 부여군 임천면 부흥로 315-23,124,0,2026-01-30
부여하늘농장2,한우,,충청남도 부여군 장암면 정암리 246번지  ,,250,0,2026-01-30
부여하늘농장,한우,,"충청남도 부여군 장암면 정암리 250번지 1호 외5필지(250-2, 250-3, 247, 249, 569-17) ",,1882.79,0,2026-01-30
반조원목장,한우,,충청남도 부여군 세도면 반조원리 282번지 1호  ,충청남도 부여군 세도면 세도로 408-54,1308.04,0,2026-01-30
웅비목장,한우,,충청남도 부여군 임천면 비정리 97번지 2호 97-1 ,충청남도 부여군 임천면 비동길 55,3058,0,2026-01-30
신안농장,한우,,충청남도 부여군 은산면 회곡리 213번지 외1(216) ,,700.63,0,2026-01-30
백시동목장,한우,,충청남도 부여군 홍산면 정동리 720번지 7호  ,충청남도 부여군 홍산면 홍내로 192-35,99,0,2026-01-30
정모농장,한우,,충청남도 부여군 부여읍 저석리 241번지 1호 외1(236-3) ,,760.46,0,2026-01-30
백가,염소,,충청남도 부여군 장암면 원문리 370번지  ,,161,0,2026-01-30
호은농장,한우,,충청남도 부여군 규암면 석우리 산 12번지 1호  ,,49,0,2026-01-30
비당농장,한우,,충청남도 부여군 석성면 비당리 372번지 7호  ,,49,0,2026-01-30
소사농장,육우,,충청남도 부여군 초촌면 소사리 320번지 1호  ,충청남도 부여군 초촌면 선사로 447-15,40,0,2026-01-30
연우농장,한우,,충청남도 부여군 은산면 합수리 54번지 1호  ,충청남도 부여군 은산면 합수로53번길 91-7,48,0,2026-01-30
청송한우,한우,,충청남도 부여군 세도면 청송리 695번지 12호  ,충청남도 부여군 세도면 세도로 219-10,98,0,2026-01-30
우리농장,한우,,충청남도 부여군 세도면 반조원리 43번지 47호  ,,80,0,2026-01-30
대양농장,한우,,충청남도 부여군 은산면 대양리 92번지 1호  ,충청남도 부여군 은산면 충절로대양2길 66,98,0,2026-01-30
소축사,한우,,충청남도 부여군 은산면 내지리 312번지  ,충청남도 부여군 은산면 내대로130번길 117,48,0,2026-01-30
정우축사,한우,,충청남도 부여군 충화면 복금리 124번지  ,충청남도 부여군 충화면 복금로 173,98,0,2026-01-30
오산,한우,,충청남도 부여군 부여읍 능산리 347번지 1호  ,,98,0,2026-01-30
서진농장,한우,,충청남도 부여군 규암면 합송리 73번지 8호  ,,1372,0,2026-01-30
다근농장,한우,,충청남도 부여군 세도면 간대리 산 1번지 4호  ,충청남도 부여군 세도면 다근로 41-7,49,0,2026-01-30
수복농장,한우,,충청남도 부여군 규암면 나복리 254번지  ,,87,0,2026-01-30
유진농장,한우,,충청남도 부여군 은산면 가곡리 438번지 4호  ,,346.5,0,2026-01-30
행복한 농장,한우,,충청남도 부여군 임천면 만사리 387번지 7호 외1필지(387-8) ,,1500,0,2026-01-30
광희축사,한우,,충청남도 부여군 규암면 나복리 761번지  ,,102.06,0,2026-01-30
한우1000,한우,,충청남도 부여군 규암면 나복리 711번지  ,,70,0,2026-01-30
희망농장,한우,,충청남도 부여군 규암면 진변리 213번지 5호  ,,1600,0,2026-01-30
역말농장,한우,,충청남도 부여군 장암면 합곡리 1025번지 4호  ,충청남도 부여군 장암면 합곡서로3번길 47-17,520,0,2026-01-30
정현덕농장,염소,,충청남도 부여군 홍산면 홍양리 산 30번지 7호  ,,112,0,2026-01-30
염소농장,염소,염소,충청남도 부여군 장암면 북고리 570번지  ,,247,25,2026-01-30
꽃순이농장,한우,,충청남도 부여군 규암면 금암리 459번지 1호 외1필지(459-2) ,,384,0,2026-01-30
상천농장,한우,,"충청남도 부여군 충화면 천당리 684번지 1호 외3(686, 산151-1, 산152) ",,535.8,0,2026-01-30
화성농장,한우,,충청남도 부여군 외산면 화성리 583번지 12호  ,,1296,0,2026-01-30
팔마축산,한우,,충청남도 부여군 충화면 팔충리 656번지 8호  ,,1500,0,2026-01-30
송죽농장,한우,,충청남도 부여군 장암면 원문리 604번지 5호  ,,769.5,0,2026-01-30
송림농장,염소,염소,충청남도 부여군 세도면 청포리 550번지 3호  ,,210.6,24,2026-01-30
함께하는 농장,염소,,충청남도 부여군 홍산면 북촌리 124번지 20호  ,,28.7,0,2026-01-30
한울농장,한우,,충청남도 부여군 세도면 반조원리 703번지  ,,1948.5,0,2026-01-30
박찬호농장,한우,,충청남도 부여군 세도면 반조원리 708번지  ,,1935.36,0,2026-01-30
한화목장,육우,,충청남도 부여군 은산면 신대리 39번지 14호  ,,65,0,2026-01-30
세진농장,염소,염소,충청남도 부여군 내산면 저동리 1번지 15호  ,,85,20,2026-01-30
우원농장,한우,,충청남도 부여군 장암면 원문리 621번지 1호  ,,2080,0,2026-01-30
연경축사,육우,,충청남도 부여군 양화면 수원리 352번지 5호 외1(352-4) ,,1700,0,2026-01-30
내꿈농장,한우,,"충청남도 부여군 남면 송암리 978-2 외3(978-3,978-4,978-5) ",,7039.2,0,2026-01-30
정암농장,한우,,충청남도 부여군 장암면 정암리 331번지  ,충청남도 부여군 장암면 의자로1235번길 125,243,0,2026-01-30
내꿈한우 제3농장,한우,,충청남도 부여군 남면 마정리 1150번지 4호 외1(1150-5) ,,3542.4,0,2026-01-30
야곱농장,염소,,충청남도 부여군 옥산면 대덕리 350 ,,184.28,0,2026-01-30
오악사 한우농장3,한우,,충청남도 부여군 규암면 나복리 863번지 1호  ,,750,0,2026-01-30
성원농장,한우,,충청남도 부여군 장암면 북고리 585번지 3호  ,,2100,0,2026-01-30
광희축사2,한우,,충청남도 부여군 규암면 나복리 758 ,,98.6,0,2026-01-30
염소농장,염소,,충청남도 부여군 남면 마정리 663번지 2호  ,,20,0,2026-01-30
자매목장,젖소,,충청남도 부여군 양화면 벽용리 307번지 1호  ,,2906.7,0,2026-01-30
부천목장,한우,,충청남도 부여군 은산면 거전리 443번지 1호  ,,95,0,2026-01-30
오가는농장,염소,염소,충청남도 부여군 임천면 가신리 산 7번지  ,,1684.84,30,2026-01-30
성주농장,염소,염소,충청남도 부여군 은산면 거전리 69번지 13호 외1(산59-19) ,,120,40,2026-01-30
우네농장,한우,,충청남도 부여군 홍산면 정동리 720번지 12호  ,충청남도 부여군 홍산면 홍내로 192-21,450,0,2026-01-30
K염소농장,염소,염소,충청남도 부여군 외산면 반교리 518번지 3호  ,,198,30,2026-01-30
옥곡리 염소농장,염소,염소,충청남도 부여군 임천면 옥곡리 134번지 2호  ,,30,15,2026-01-30
한우농장2,한우,,충청남도 부여군 외산면 전장리 163번지  ,충청남도 부여군 외산면 만수로 571-6,81,0,2026-01-30
큰산농장,염소,염소,충청남도 부여군 은산면 대양리 213번지 2호  ,,40,15,2026-01-30
반딧불,한우,,충청남도 부여군 세도면 반조원리 297번지  ,,785.25,0,2026-01-30
현우농장,염소,염소,충청남도 부여군 부여읍 현북리 561번지  ,,88,20,2026-01-30
샬롬농장,염소,염소,충청남도 부여군 홍산면 남촌리 420번지 10호 외 1필지(420-11) ,,35,20,2026-01-30
고라농장,염소,염소,충청남도 부여군 홍산면 북촌리 436번지 1호  ,,66,40,2026-01-30
동막농장,염소,염소,충청남도 부여군 은산면 대양리 421번지  ,,35,50,2026-01-30
영성농장,한우,,"충청남도 부여군 임천면 비정리 101번지 2호 외2(101-3, 4) ",충청남도 부여군 임천면 비동길 55-24,2800,0,2026-01-30
명작골,염소,염소,충청남도 부여군 임천면 가신리 601번지 2호  ,,137,30,2026-01-30
대명농장,한우,,충청남도 부여군 부여읍 송곡리 19번지 1호 외 1(19-2) ,,832,0,2026-01-30
쌍둥이 농장,염소,염소,충청남도 부여군 구룡면 죽교리 307번지 4호  ,,60,10,2026-01-30
그린농장,염소,염소,충청남도 부여군 부여읍 가증리 134번지 2호  ,,97.5,10,2026-01-30
만땅농장,염소,염소,충청남도 부여군 세도면 귀덕리 81번지 3호  ,,35,50,2026-01-30
동국농장,염소,염소,충청남도 부여군 내산면 천보리 348번지  ,,80,50,2026-01-30
충남농원염소,염소,염소,충청남도 부여군 부여읍 능산리 470번지  ,,36,50,2026-01-30
천보산 한우,한우,,충청남도 부여군 홍산면 상천리 548번지 1호  ,,1550,0,2026-01-30
범준농장,염소,염소,충청남도 부여군 규암면 나복리 872번지 4호  ,,150,45,2026-01-30
상택농장,염소,염소,충청남도 부여군 부여읍 상금리 327번지 1호  ,,52,20,2026-01-30
명호농장,염소,염소,충청남도 부여군 은산면 경둔리 산 63번지  ,,82.8,30,2026-01-30
남영농장,염소,염소,충청남도 부여군 세도면 청송리 163번지 2호  ,,99,30,2026-01-30
아라농장,염소,염소,충청남도 부여군 세도면 수고리 200번지  ,,60,40,2026-01-30
이수농장,염소,염소,충청남도 부여군 내산면 저동리 386번지 3호  ,,85,20,2026-01-30
승리목장,염소,염소,충청남도 부여군 세도면 반조원리 309번지 1호  ,,42.7,20,2026-01-30
조은염소농장,염소,염소,충청남도 부여군 임천면 구교리 16번지 5호  ,,51.2,20,2026-01-30
용두농장,염소,염소,충청남도 부여군 양화면 오량리 252번지  ,,63,25,2026-01-30
한우농장,한우,,충청남도 부여군 규암면 나복리 407번지 3호  ,,247.5,0,2026-01-30
조은들농장,한우,,"충청남도 부여군 세도면 청송리 63번지 7호 외7(24-1,63-9,63-13,63-24,63-25,1033-1,1036-1) ",,1045.38,0,2026-01-30
연구농장,염소,염소,충청남도 부여군 양화면 벽용리 246번지  ,,16,20,2026-01-30
행복농장,염소,염소,충청남도 부여군 석성면 증산리 735번지  ,,99,49,2026-01-30
염소사랑 농장,염소,염소,충청남도 부여군 세도면 청송리 54번지 1호  ,,165,30,2026-01-30
지연구 축사,한우,,충청남도 부여군 규암면 합송리 82번지 1호  ,,1650,0,2026-01-30
금경농장,염소,염소,충청남도 부여군 임천면 군사리 421번지  ,,96,30,2026-01-30
부여농장,염소,,충청남도 부여군 임천면 가신리 220번지 1호  ,,248,0,2026-01-30
유정농장2,염소,염소,충청남도 부여군 옥산면 수암리 28번지 5호  ,,436.1,40,2026-01-30
부두농장,염소,염소,충청남도 부여군 규암면 부여두리 55번지 3호  ,,72,20,2026-01-30
하은농장,염소,염소,충청남도 부여군 내산면 마전리 14번지  ,,72,30,2026-01-30
대흥농장,한우,,충청남도 부여군 남면 송암리 1020번지 2호  ,,729,0,2026-01-30
용선농장,산양,산양,충청남도 부여군 옥산면 가덕리 30번지 2호 외1필지(30-24) ,,198,49,2026-01-30
기홍농장,산양,산양,충청남도 부여군 옥산면 가덕리 30번지 21호 외1필지(30-23) ,,198,49,2026-01-30
산양랜드,산양,산양,충청남도 부여군 옥산면 가덕리 30번지 22호 외1필지(30-19) ,,198,49,2026-01-30
혁동농장,산양,산양,충청남도 부여군 옥산면 가덕리 30번지 15호 외1필지(30-20) ,,198,49,2026-01-30
산정농장,염소,염소,충청남도 부여군 내산면 금지리 130번지 1호  ,,495,30,2026-01-30
청안농장,염소,염소,충청남도 부여군 옥산면 안서리 46번지 22호  ,,242,30,2026-01-30
농업회사법인 주식회사 도암농장(2농장),돼지,,"충청남도 부여군 양화면 시음리 586번지 6호 외2필지(586-4, 504-31) ",충청남도 부여군 양화면 수시로 180-6,9407.08,0,2026-01-30
벌말농장,염소,염소,충청남도 부여군 은산면 장벌리 196번지  ,,441.26,200,2026-01-30
함박산농장,염소,"한우, 염소",충청남도 부여군 세도면 장산리 463번지  ,,46.8,50,2026-01-30
