사업장명칭,주사육업종,사업장소재지,면적,기준일자
임0하농장,한우,경상북도 예천군 용문면 내지리,49.35,2026-01-14
이0옥2농장,한우,경상북도 예천군 예천읍 왕신리,275,2026-01-14
한0농장,한우,경상북도 예천군 지보면 지보리,99.6,2026-01-14
중0농장,한우,경상북도 예천군 유천면 송전리,1200,2026-01-14
우0농장,한우,경상북도 예천군 풍양면 낙상리,897,2026-01-14
안0국농장,한우,경상북도 예천군 감천면 대맥리,384,2026-01-14
장0장,한우,경상북도 예천군 용문면 방송리,400,2026-01-14
윤0상농장,한우,경상북도 예천군 용궁면 읍부리,1600,2026-01-14
수0장,한우,경상북도 예천군 감천면 미석리,1800,2026-01-14
혁0농장,한우,경상북도 예천군 예천읍 고평리,700,2026-01-14
영0농장,한우,경상북도 예천군 효자면 석묘리,44,2026-01-14
송0익축사,한우,경상북도 예천군 감천면 유리,1122,2026-01-14
천0농장,한우,경상북도 예천군 보문면 옥천리,800,2026-01-14
신02농장,한우,경상북도 예천군 지보면 신풍리,800,2026-01-14
송0환축사,한우,경상북도 예천군 감천면 현내리,729,2026-01-14
행0농장,한우,경상북도 예천군 풍양면 우망리,1300,2026-01-14
해0농장,한우,경상북도 예천군 보문면 신월리,950,2026-01-14
한0환축사,한우,경상북도 예천군 개포면 경진리,1134,2026-01-14
우0하축사,한우,경상북도 예천군 예천읍 청복리,1900,2026-01-14
신0호농장,한우,경상북도 예천군 보문면 신월리,192,2026-01-14
윤0걸농장,한우,경상북도 예천군 감천면 덕율리,1350,2026-01-14
서0희농장,한우,경상북도 예천군 호명읍 담암리,1215,2026-01-14
선0농원,한우,경상북도 예천군 감천면 미석리,1300,2026-01-14
김0진농장,한우,경상북도 예천군 보문면 오신리,448,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 흔효리,2780,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 청운리,1400,2026-01-14
동03농장,한우,경상북도 예천군 감천면 덕율리,1600,2026-01-14
효0축사,한우,경상북도 예천군 풍양면 흔효리,1100,2026-01-14
햇0촌농장,한우,경상북도 예천군 감천면 덕율리,600,2026-01-14
부0축산,한우,경상북도 예천군 보문면 신월리,2000,2026-01-14
청0농장,한우,경상북도 예천군 예천읍 고평리,1400,2026-01-14
김0희농장,한우,경상북도 예천군 용궁면 무이리,972,2026-01-14
이0복농장,한우,경상북도 예천군 용궁면 금남리,264,2026-01-14
최0대농장,한우,경상북도 예천군 호명읍 본리,1000,2026-01-14
허0달농장,한우,경상북도 예천군 개포면 금리,660,2026-01-14
설0농장,한우,경상북도 예천군 감천면 덕율리,1088,2026-01-14
이0호농장,한우,경상북도 예천군 용문면 하금곡,450,2026-01-14
윤0민농장,한우,경상북도 예천군 용궁면 대은리,94.2,2026-01-14
김0윤농장,한우,경상북도 예천군 용궁면 산택리,99.6,2026-01-14
엄0두농장,한우,경상북도 예천군 예천읍 상동리,416,2026-01-14
신0수축사,한우,경상북도 예천군 감천면 미석리,1500,2026-01-14
청0농장,한우,경상북도 예천군 풍양면 청운리,448,2026-01-14
이0숙농장,한우,경상북도 예천군 풍양면 낙상리,214.86,2026-01-14
우0농장(우사),한우,경상북도 예천군 풍양면 풍신리,1200,2026-01-14
이0숙농장,한우,경상북도 예천군 풍양면 낙상리,2100,2026-01-14
혁0농장,한우,경상북도 예천군 풍양면 청운리,670,2026-01-14
한0제2농장,한우,경상북도 예천군 감천면 유리,1300,2026-01-14
박0우농장,한우,경상북도 예천군 감천면 덕율리,850,2026-01-14
준0농장,한우,경상북도 예천군 예천읍 고평리,640,2026-01-14
박0익축사,한우,경상북도 예천군 감천면 미석리,1200,2026-01-14
김0환농장,한우,경상북도 예천군 지보면 어신리,1344,2026-01-14
김0기농장,염소,경상북도 예천군 호명읍 종산리,652.2,2026-01-14
김0민축사,염소,경상북도 예천군 호명읍 종산리,268.8,2026-01-14
용0농장,한우,경상북도 예천군 감천면 포리,160,2026-01-14
엄0흠농장,한우,경상북도 예천군 용궁면 월오리,1159.2,2026-01-14
진0농장,한우,경상북도 예천군 유천면 손기리,1251.35,2026-01-14
손0리농장,한우,경상북도 예천군 유천면 손기리,1656,2026-01-14
아0지2농장,한우,경상북도 예천군 감천면 덕율리,569.4,2026-01-14
아0지1농장,한우,경상북도 예천군 감천면 덕율리,1000.8,2026-01-14
태0농장,한우,경상북도 예천군 감천면 미석리,1713.5,2026-01-14
한0농장2,한우,경상북도 예천군 예천읍 고평리,1600,2026-01-14
회0포농장,염소,경상북도 예천군 개포면 경진리,321,2026-01-14
태0농장,한우,경상북도 예천군 호명읍 금능리,750,2026-01-14
조0호농장,한우,경상북도 예천군 감천면 증거리,448,2026-01-14
혜0농장,종계/산란계,경상북도 예천군 지보면 소화리,199.2,2026-01-14
김0일축사,한우,경상북도 예천군 예천읍 동본리,160,2026-01-14
강0원축사,한우,경상북도 예천군 풍양면 흔효리,1500,2026-01-14
손0자연농원,한우,경상북도 예천군 유천면 손기리,44.1,2026-01-14
군0농장,한우,경상북도 예천군 용궁면 덕계리,2188,2026-01-14
훈0네농장,한우,경상북도 예천군 호명읍 담암리,1600,2026-01-14
전0한우농장,한우,경상북도 예천군 감천면 미석리,5000,2026-01-14
여0농장,한우,경상북도 예천군 풍양면 흔효리,640,2026-01-14
김0동농장,한우,경상북도 예천군 지보면 신풍리,128,2026-01-14
명0농장,육계,경상북도 예천군 풍양면 공덕리,3332,2026-01-14
김0기농장,한우,경상북도 예천군 감천면 증거리,972,2026-01-14
신0우축사,한우,경상북도 예천군 풍양면 낙상리,1745,2026-01-14
변0일농장,한우,경상북도 예천군 예천읍 통명리,936,2026-01-14
세0농장,한우,경상북도 예천군 예천읍 용산리,576,2026-01-14
도0농장,한우,경상북도 예천군 호명읍 종산리,880,2026-01-14
권0정농장,한우,경상북도 예천군 호명읍 황지리,1400,2026-01-14
담0농장,한우,경상북도 예천군 보문면 간방리,384,2026-01-14
마0농장,육계,경상북도 예천군 유천면 마천리,40.28,2026-01-14
손0혁농장,한우,경상북도 예천군 감천면 현내리,1230,2026-01-14
박0규농장,한우,경상북도 예천군 감천면 덕율리,2350,2026-01-14
권0목농장,한우,경상북도 예천군 지보면 도장리,512,2026-01-14
진0네농장,한우,경상북도 예천군 감천면 현내리,1440,2026-01-14
신0철농장,한우,경상북도 예천군 감천면 유리,2175,2026-01-14
안0국농장,한우,경상북도 예천군 예천읍 고평리,688.5,2026-01-14
팜0월드신희도농장,한우,경상북도 예천군 풍양면 괴당리,3600,2026-01-14
혜0농장,한우,경상북도 예천군 풍양면 풍신리,3000,2026-01-14
김0숙농장,한우,경상북도 예천군 용문면 두천리,721.6,2026-01-14
박0열우사,한우,경상북도 예천군 유천면 가리,640,2026-01-14
명0농장,한우,경상북도 예천군 감천면 현내리,810,2026-01-14
이0덕농장,한우,경상북도 예천군 호명읍 황지리,224,2026-01-14
우0농장,한우,경상북도 예천군 개포면 우감리,549,2026-01-14
금0농장,한우,경상북도 예천군 개포면 금리,704,2026-01-14
연0산농장,염소,경상북도 예천군 지보면 도장리,9.01,2026-01-14
창0농장,한우,경상북도 예천군 감천면 포리,810,2026-01-14
라0케이한우농업회사법인주식회사(안병진 위탁),한우,경상북도 예천군 예천읍 통명리,1500,2026-01-14
준0농장,염소,경상북도 예천군 호명읍 황지리,59.5,2026-01-14
박0서농장,한우,경상북도 예천군 감천면 미석리,2000,2026-01-14
남0우농장,한우,경상북도 예천군 은풍면 오류리,768,2026-01-14
베0팜,한우,경상북도 예천군 호명읍 내신리,193.79,2026-01-14
새0축산,한우,경상북도 예천군 풍양면 낙상리,512,2026-01-14
진0농장,한우,경상북도 예천군 감천면 장산리,800,2026-01-14
한0축사,한우,경상북도 예천군 풍양면 흔효리,896,2026-01-14
금02농장,한우,경상북도 예천군 호명읍 직산리,800,2026-01-14
이0창농장,한우,경상북도 예천군 유천면 고산리,648,2026-01-14
형0축사,한우,경상북도 예천군 용궁면 월오리,640,2026-01-14
갈0농장,한우,경상북도 예천군 감천면 덕율리,256,2026-01-14
김0열농장,한우,경상북도 예천군 감천면 현내리,700,2026-01-14
구0농장,한우,경상북도 예천군 감천면 유리,1000,2026-01-14
한0축산,한우,경상북도 예천군 풍양면 괴당리,2800,2026-01-14
이0농장,한우,경상북도 예천군 감천면 유리,1864,2026-01-14
김0규농장,한우,경상북도 예천군 호명읍 직산리,640,2026-01-14
풍0목장2,한우,경상북도 예천군 감천면 미석리,1000,2026-01-14
박0국농장,한우,경상북도 예천군 개포면 금리,2100,2026-01-14
웰0그 기훈농장,육우,경상북도 예천군 유천면 율현리,2800,2026-01-14
형02농장,한우,경상북도 예천군 풍양면 고산리,1600,2026-01-14
가0이농장,한우,경상북도 예천군 용궁면 대은리,200,2026-01-14
장0골팜스,한우,경상북도 예천군 호명읍 담암리,2600,2026-01-14
대02농장,한우,경상북도 예천군 풍양면 공덕리,850,2026-01-14
이0선2농장,한우,경상북도 예천군 용궁면 무지리,1150,2026-01-14
혁02,한우,경상북도 예천군 호명읍 내신리,1280,2026-01-14
풀0,한우,경상북도 예천군 풍양면 흔효리,2236,2026-01-14
보0농장,한우,경상북도 예천군 보문면 간방리,810,2026-01-14
정0자농장,한우,경상북도 예천군 감천면 돈산리,97.61,2026-01-14
송0농장,한우,경상북도 예천군 은풍면 우곡리,128,2026-01-14
재0농장,한우,경상북도 예천군 지보면 마산리,320,2026-01-14
석0농장,한우,경상북도 예천군 감천면 유리,1500,2026-01-14
재0농장,한우,경상북도 예천군 감천면 포리,704,2026-01-14
신0축산,한우,경상북도 예천군 풍양면 효갈리,2400,2026-01-14
오0,한우,경상북도 예천군 지보면 도장리,896,2026-01-14
신0축산(낙상2),육우,경상북도 예천군 풍양면 낙상리,1500,2026-01-14
동0농장,한우,경상북도 예천군 감천면 돈산리,648,2026-01-14
승0농장,한우,경상북도 예천군 감천면 돈산리,486,2026-01-14
보0농장,한우,경상북도 예천군 호명읍 내신리,1458,2026-01-14
시0농장,한우,경상북도 예천군 지보면 소화리,96,2026-01-14
한0농장,한우,경상북도 예천군 감천면 덕율리,96,2026-01-14
원0농장,한우,경상북도 예천군 지보면 도장리,49.4,2026-01-14
오0농장,한우,경상북도 예천군 지보면 지보리,495.5,2026-01-14
시0이농장,한우,경상북도 예천군 감천면 장산리,840,2026-01-14
황0농원,한우,경상북도 예천군 지보면 어신리,192,2026-01-14
소0농장,한우,경상북도 예천군 감천면 현내리,320,2026-01-14
나0미1농장,한우,경상북도 예천군 감천면 유리,1950,2026-01-14
나0미농장,한우,경상북도 예천군 감천면 유리,256,2026-01-14
안0만농장,한우,경상북도 예천군 풍양면 낙상리,1408,2026-01-14
명0농장,한우,경상북도 예천군 예천읍 백전리,320,2026-01-14
필0농장,한우,경상북도 예천군 유천면 고산리,1203.6,2026-01-14
병0농장,한우,경상북도 예천군 풍양면 낙상리,1826,2026-01-14
베0팜2,한우,경상북도 예천군 호명읍 내신리,1400,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 청곡리,81.12,2026-01-14
김0환농장,한우,경상북도 예천군 감천면 포리,160,2026-01-14
준0농장,한우,경상북도 예천군 지보면 소화리,720,2026-01-14
서0농장,한우,경상북도 예천군 예천읍 통명리,1344,2026-01-14
우0농장,한우,경상북도 예천군 예천읍 통명리,1344,2026-01-14
효0농장,한우,경상북도 예천군 감천면 덕율리,36,2026-01-14
도0농장,한우,경상북도 예천군 유천면 고산리,850,2026-01-14
창0농장,육우,경상북도 예천군 풍양면 흥천리,2800,2026-01-14
서0농장,한우,경상북도 예천군 예천읍 고평리,1280,2026-01-14
죽0농장,한우,경상북도 예천군 예천읍 고평리,2150,2026-01-14
바0골,한우,경상북도 예천군 호명읍 황지리,1012.5,2026-01-14
술0농장2,한우,경상북도 예천군 호명읍 황지리,769.5,2026-01-14
도0농장,한우,경상북도 예천군 풍양면 청운리,640,2026-01-14
알0농장,한우,경상북도 예천군 감천면 미석리,1200,2026-01-14
소0농장,한우,경상북도 예천군 지보면 마전리,1200,2026-01-14
재0농장,한우,경상북도 예천군 호명읍 직산리,96,2026-01-14
재0축산,한우,경상북도 예천군 유천면 송전리,1000,2026-01-14
거0농장,한우,경상북도 예천군 예천읍 지내리,96,2026-01-14
수0농장,한우,경상북도 예천군 보문면 승본리,1100,2026-01-14
최0진 농장,염소,경상북도 예천군 효자면 사곡리,12.6,2026-01-14
호0농장,한우,경상북도 예천군 풍양면 우망리,48,2026-01-14
사0지민농장,한우,경상북도 예천군 호명읍 원곡리,640,2026-01-14
수0장,한우,경상북도 예천군 지보면 매창리,576,2026-01-14
이0농장,염소,경상북도 예천군 보문면 기곡리,131.1,2026-01-14
손0석 축사,한우,경상북도 예천군 풍양면 괴당리,350,2026-01-14
권0중 농장,염소,경상북도 예천군 예천읍 생천리,304,2026-01-14
초0염소농장,염소,경상북도 예천군 용문면 덕신리,1250,2026-01-14
칠0목업,염소,경상북도 예천군 풍양면 고산리,96,2026-01-14
예0약초염소농장,염소,경상북도 예천군 보문면 옥천리,184,2026-01-14
자0농장,한우,경상북도 예천군 지보면 수월리,160,2026-01-14
준0농장,한우,경상북도 예천군 풍양면 풍신리,1500,2026-01-14
경0농장,한우,경상북도 예천군 감천면 유리,1000,2026-01-14
확0농장,염소,경상북도 예천군 보문면 산성리,71.5,2026-01-14
최0진 농장,염소,경상북도 예천군 효자면 사곡리,211,2026-01-14
풍0농장,한우,경상북도 예천군 풍양면 괴당리,1400,2026-01-14
옥0농장,염소,경상북도 예천군 개포면 경진리,45,2026-01-14
혁0농장,한우,경상북도 예천군 예천읍 왕신리,1000,2026-01-14
들0길 농장,한우,경상북도 예천군 용궁면 월오리,2300,2026-01-14
한0농장,한우,경상북도 예천군 풍양면 오지리,3000,2026-01-14
소0유,한우,경상북도 예천군 개포면 동송리,1200,2026-01-14
재0농장,한우,경상북도 예천군 감천면 마촌리,1296,2026-01-14
이0농장,한우,경상북도 예천군 예천읍 청복리,595.2,2026-01-14
홍0흑염소,염소,경상북도 예천군 용문면 성현리,68.05,2026-01-14
최0일 축사,염소,경상북도 예천군 지보면 지보리,1650,2026-01-14
우0농장,염소,경상북도 예천군 호명읍 황지리,237.6,2026-01-14
대0연 축산3,한우,경상북도 예천군 감천면 미석리,1150,2026-01-14
제0농장,한우,경상북도 예천군 용궁면 무이리,1750,2026-01-14
농업회사법인 (주)에0그린 예천지점,메추리,경상북도 예천군 감천면 예영로,,2026-01-14
농업회사법인 주식회사 안0 예천지점,종계,경상북도 예천군 보문면 기곡리,4350,2026-01-14
농업회사법인 주식회사 안0 개포지점,종계,경상북도 예천군 개포면 가곡리,7586.3,2026-01-14
농업회사법인 주식회사 안0 지보지점,종계,경상북도 예천군 지보면 어신리,6818,2026-01-14
한0농장,종오리,경상북도 예천군 개포면 가곡리,4203.2,2026-01-14
성0종돈,종돈,경상북도 예천군 용궁면 무지리,4669.35,2026-01-14
우0월드 예천1농장,종돈,경상북도 예천군 감천면 현내리,2737.17,2026-01-14
우0월드 예천2농장,종돈,경상북도 예천군 감천면 현내리,2826.8,2026-01-14
미0농장,종오리,경상북도 예천군 보문면 미호리,2088,2026-01-14
