업종,소재지(도로명),축종-품종,사육두수,위도,경도,담당부서,전화번호,기준일
가축사육업,강원도 횡성군 둔내면 석문리 182(청태산로147번길 201-25),소-한우,119,37.525691,128.228458,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 261-1(우용로 130),소-한우,84,37.494602,128.230747,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 자포곡리 235,소-한우,19,37.519983,128.237086,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 자포곡리 93-2(청태산로154번길 27),소-한우,117,37.513494,128.242969,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 둔내면 현천리 441,소-한우,1,37.506594,128.179416,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 둔내면 화동리 301,소-한우,11,37.578102,128.236977,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 233-6(금대1길 6),소-한우,47,37.507116,127.907966,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 196-7(금대2길 53-6),소-한우,52,37.500791,127.907886,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 서원면 금대리 192-3(금대2길 75),소-한우,94,37.499233,127.90945,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 184-5(금대2길 83),소-한우,103,37.498952,127.908861,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 437-2(금대1길 73),소-한우,70,37.510444,127.90168,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 197,소-한우,81,37.501441,127.908713,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 291-2(금대1길 23),소-한우,29,37.508333,127.905336,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 234-1(월송석화로 94),소-한우,110,37.449347,127.809238,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 505-1,소-한우,34,37.479891,127.828322,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 916-52,소-한우,10,37.478736,127.834541,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 247-2,소-한우,15,37.443897,127.808475,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 615-2(서원서로339번길 19-37),소-한우,13,37.482616,127.80768,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 473-1(신평석화로 939-19),소-한우,52,37.478138,127.835405,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 압곡리 71,소-육우,35,37.488991,127.888772,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 서원면 유현리 329,소-한우,46,37.525127,127.878447,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 448-4,소-한우,22,37.526152,127.866152,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1279( 123),소-젖소,90,37.526905,127.821911,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 444-4( 677),소-한우,18,37.525566,127.871027,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1154,소-한우,32,37.52928,127.815013,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1218-2(서원서로723번길 80),소-한우,78,37.512705,127.791722,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1054(경강로유현1길 13-10),소-한우,36,37.528783,127.815688,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 24( 870),소-한우,20,37.527736,127.891319,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 358-1( 733-25),소-한우,24,37.527705,127.87513,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 436-2( 660),소-한우,7,37.524408,127.869538,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 307-2(서원로1091번길 51),소-한우,25,37.522577,127.882241,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 971-4( 316),소-젖소,67,37.526108,127.832255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 311-6(서원로1091번길 46),소-한우,18,37.523541,127.88268,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 산 273-1(서원로 1100),소-한우,3,37.523041,127.88693,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 627(경강로유현8길 86),소-젖소,141,37.521677,127.853222,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 522-3( 541),소-젖소,134,37.52713,127.856211,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 420(경강로유현10길 16),소-한우,15,37.523716,127.872216,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 449,소-젖소,71,37.477791,127.862077,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 288-1(창촌로35번길 56-16),소-한우,16,37.49583,127.863775,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 서원면 창촌리 226(서원로247번길 26),소-한우,33,37.4896,127.861552,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 691-5(서원로41번길 87),소-한우,31,37.489905,127.840722,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 819-1(서원로 208),소-한우,28,37.486158,127.856922,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 73-4(창촌로 101-9),소-한우,22,37.494666,127.869633,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 400,소-젖소,49,37.481947,127.858275,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 275(창촌로35번길 21),소-한우,218,37.492327,127.86223,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 서원면 창촌리 435-1,소-젖소,76,37.478969,127.86298,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 115(창촌로 74-14),소-한우,27,37.491358,127.866425,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 551-1,소-한우,28,37.485305,127.850441,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 740-2(서원로 134-28),소-한우,63,37.484302,127.845947,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 622-6(서원로111번길 144),소-젖소,1,37.496286,127.843105,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 309-5,소-한우,6,37.497552,127.864069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 가천리 110-6(주천강로 1452),소-한우,106,37.383072,128.142402,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 상안리 788(서동로상안2길 26-33),소-한우,5,37.41198,128.18343,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 상안리 820-2(서동로 ),소-한우,30,37.417594,128.176897,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 상안리 178-9(서동로상안10길 111),소-젖소,77,37.421511,128.237988,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 성산리 908-1(강변로 385-30),소-한우,60,37.444905,128.178727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 662(덧재로 420),소-한우,82,37.452983,128.154366,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 674-1(덧재로492번길 70),소-한우,3,37.454475,128.1577,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 248(노동로227번길 165),소-한우,4,37.472188,128.170905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 857(덧재로 ),소-젖소,146,37.448736,128.151602,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 안흥면 소사리 362(덧재로492번길 94),소-한우,8,37.456722,128.16103,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 954-2,소-한우,34,37.450591,128.140805,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 안흥면 소사리 1659-8,소-한우,128,37.463441,128.129138,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 550(덕송로소사2길 37),소-한우,17,37.468141,128.158144,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 963-1(덧재로 681),소-한우,47,37.450355,128.143936,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 송한리 26-2(실미송한길 394-36),소-한우,5,37.43595,128.150255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 225-1,소-한우,11,37.417011,128.154744,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 473-1(주천강로안흥2길 69),소-한우,18,37.398222,128.150663,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 155(실미송한길 46-57),소-한우,8,37.420844,128.155197,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 260-5,소-한우,36,37.4162,128.155441,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 125(상터로 ),소-젖소,119,37.443325,128.215116,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 323-2(강변로 221-1),소-한우,10,37.433013,128.177641,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 626(덧재로 38),소-한우,6,37.431458,128.168241,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 410-2(강변로지구7길 13-5),소-한우,39,37.430758,128.17358,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 117(한우로 1047-14),소-한우,4,37.474052,128.049108,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 513(한우로두곡10길 43),소-한우,29,37.473494,128.042272,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 588-14,소-한우,42,37.476138,128.050566,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 392-3,소-한우,37,37.469355,128.04788,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 178-15,소-한우,380,37.462966,128.042255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 209-1(정문로 ),소-한우,47,37.467269,128.042044,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 412-14,소-한우,199,37.459369,128.050727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 174(수남로136번길 27),소-한우,10,37.463183,128.044119,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 394-10(수남로 77),소-한우,75,37.468258,128.045144,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 176(수남로136번길 ),소-한우,56,37.463063,128.043066,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 166(서동로백달2길 ),소-젖소,61,37.436083,128.06295,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 353-7(서동로 ),소-한우,12,37.444802,128.06523,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 363-2(서동로 ),소-한우,42,37.4456,128.064136,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 270-2(서동로백달4길 17),소-한우,13,37.440725,128.066594,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 50,소-한우,9,37.441163,128.072272,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 47(서동로백달8길 30-5),소-한우,21,37.441408,128.071988,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 243-3(서동로백달2길 65-16),소-한우,18,37.436925,128.067905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 455(법주로 142-4),소-한우,64,37.450902,128.052161,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 226-1(법주서로 91),소-한우,48,37.452472,128.045447,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 우천면 법주리 225-1(법주서로 99),소-한우,75,37.451725,128.046108,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 90-1(법주로 91),소-한우,89,37.446486,128.052069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 471-2( 2958-8),소-한우,55,37.48578,128.07858,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 136-4(경강로산전7길 11-11),소-한우,34,37.496205,128.091991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 461-3( 2920),소-한우,122,37.485433,128.074652,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 147( 3083-36),소-한우,16,37.494947,128.088902,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 산 95(경강로산전1길 29),소-한우,52,37.489083,128.076591,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 9-4(경강로산전6길 82),소-한우,151,37.489563,128.096819,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 430-2(대미원로65번길 30-1),소-한우,3,37.455044,128.081441,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 우천면 상대리 293-1,소-한우,27,37.45443,128.08715,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 우천면 상대리 506-5,소-한우,32,37.453955,128.078255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 391-1,소-한우,31,37.451886,128.087036,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 389(대미원로155번길 ),소-한우,43,37.453116,128.08858,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 426-3,소-한우,22,37.455622,128.08088,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 337-1,소-한우,14,37.45298,128.084397,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 양적리 376(한우로양적1길 52),소-한우,34,37.471744,128.054155,축산과,033-340-2397,2021-10-12
