가축종류명,농장명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,사육두수,가축분뇨폐수량,가축분뇨처리시설연계처리여부,가축분뇨연계처리세부내용,개인농장폐수처리시설처리방법,운영방법,준공일자,관리기관명,관리부서전화번호,데이터기준일자
소,한일목장,경기도 파주시 법원읍 둔방이길 256-42,경기도 파주시 법원읍 삼방리 178-2,37.83257698,126.8835492,,157,2.15,N,,,직접운영,2022-07-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,함박농장,경기도 파주시 교하로 1393-56,경기도 파주시 교하동 579,37.75506652,126.7445944,,29,0.397,N,,,직접운영,2018-07-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,해동농장,경기도 파주시 법원읍 술이홀로1494번길 55,경기도 파주시 법원읍 웅담리 460-2,37.90039779,126.8864744,,2446,11.56,N,,,직접운영,2023-12-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,해마루목장,경기도 파주시 적성면 아랫배우니길 132-65,경기도 파주시 적성면 객현리 95-2,37.96455202,126.9601566,,197,7.39,N,,,직접운영,2021-07-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,해맑은목장,경기도 파주시 적성면 서녘놀길 33-155,경기도 파주시 적성면 어유지리 568-4,37.99715266,126.9772285,,357,8.75,N,,,직접운영,2024-07-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,해오름목장,경기도 파주시 법원읍 가좌울길 239-1,경기도 파주시 법원읍 가야리 115-1,37.86247986,126.8643559,,66,0.9,N,,,직접운영,2008-01-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,햇빛목장,경기도 파주시 법원읍 사임당로 663-31,경기도 파주시 법원읍 가야리 354,37.85432291,126.8554051,,123,4.64,N,,,직접운영,2015-06-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,햇빛목장,경기도 파주시 조리읍 둑방길 295-114,경기도 파주시 조리읍 대원리 7-10,37.7310432,126.831326,,63,0.86,N,,,직접운영,2018-07-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,행복농장,,경기도 파주시 문산읍 장산리 153,37.89809135,126.7804009,,25000,2.13,N,,,직접운영,2018-11-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,현가람목장,경기도 파주시 적성면 아랫배우니길 37-35,경기도 파주시 적성면 객현리 112,37.9697301,126.9564719,,133,1.96,N,,,직접운영,2020-05-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,현국농장,경기도 파주시 파평면 청송로652번길 167,경기도 파주시 파평면 덕천리 88-2,37.93910747,126.8853306,,36,0.493,N,,,직접운영,2020-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,현우농장,경기도 파주시 적성면 율곡로2663번길 11,경기도 파주시 적성면 장현리 379-1,37.98343406,126.9688315,,30,0.41,N,,,직접운영,2020-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,현윤목장,경기도 파주시 파주읍 정문로 641-56,경기도 파주시 파주읍 백석리 203-1,37.81488638,126.8152813,,74,2.79,N,,,직접운영,2020-06-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,현일농장,경기도 파주시 적성면 율포길 42,경기도 파주시 적성면 율포리 239-13,37.98224078,126.9588662,,2374,12.1,Y,정화방류,활성오니법,직접운영,2022-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,현진농장,,경기도 파주시 파주읍 부곡리 81,37.80634872,126.8327541,,64,0.877,N,,,직접운영,2018-06-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,현진이목장,경기도 파주시 적성면 장뜰안길 90-56,경기도 파주시 적성면 장현리 423,37.9779242,126.9710799,,156,4.345,N,,,직접운영,2021-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,협동농장,경기도 파주시 운정로 113-50,경기도 파주시 상지석동 1846,37.72264742,126.7805358,,158,2.165,N,,,직접운영,2018-05-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,형제농장,경기도 파주시 적성면 산덕골길 240,경기도 파주시 적성면 장현리 138-1,37.98261656,126.9811166,,2464,12.566,N,,,직접운영,2020-11-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,형제농장,경기도 파주시 적성면 어삼로182번길 83,경기도 파주시 적성면 어유지리 489-1,38.00598241,126.975517,,287,7.67,N,,,직접운영,2019-12-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,형제농장,,경기도 파주시 맥금동 533-1,37.79190475,126.7287332,,25000,2.13,N,,,직접운영,2018-08-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,혜선목장,경기도 파주시 탄현면 새오리로339번길 172-6,경기도 파주시 탄현면 만우리 825,37.81935009,126.6937938,,120,2.8,N,,,직접운영,2019-12-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,혜주백호농장,경기도 파주시 소라지로 276-60,경기도 파주시 송촌동 520-1,37.74937883,126.6921828,,78,1.07,N,,,직접운영,2019-12-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,혜진목장,경기도 파주시 파평면 장마루1길 127-32,경기도 파주시 파평면 덕천리 635,37.93805972,126.8438709,,512,16.07,N,,,직접운영,2019-06-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,호서목장,,경기도 파주시 적성면 장현리 478-1,37.97831866,126.9628286,,92,0.524,N,,,직접운영,2022-04-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,호수농장,경기도 파주시 파평면 금마루4길 67,경기도 파주시 파평면 금파리 202,37.93213221,126.8366024,,242,3.315,N,,,직접운영,2020-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,호진목장,경기도 파주시 광탄면 만장산로 390-19,경기도 파주시 광탄면 창만리 841-2,37.79929078,126.8779671,,160,2.19,N,,,직접운영,2019-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,홍정목장,경기도 파주시 조리읍 둑방길 284,경기도 파주시 조리읍 대원리 1216,37.732081,126.8278196,,130,1.781,N,,,직접운영,2018-07-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,화산농장,경기도 파주시 광탄면 외화산길 439-41,경기도 파주시 광탄면 신산리 397-1,37.7972622,126.8377996,,53,0.73,N,,,직접운영,2019-12-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,화의목장,경기도 파주시 파평면 자장로 77,경기도 파주시 파평면 장파리 463,37.95418044,126.8416999,,470,11.287,N,,,직접운영,2020-03-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,환길목장,경기도 파주시 운정역길 163-35,경기도 파주시 상지석동 1608,37.73114993,126.7757337,,43,0.59,N,,,직접운영,2018-12-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,환희농장,,경기도 파주시 문산읍 장산리 107-9,37.88995981,126.7741683,,12300,1.051,N,,,직접운영,2021-06-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,효진농장,경기도 파주시 광탄면 장지산로 351-16,경기도 파주시 광탄면 분수리 228,37.75951126,126.8669441,,3318,16.92,Y,폭기 후 위탁,장기폭기법,직접운영,2023-08-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,흑석목장,경기도 파주시 광탄면 보광로 1475,경기도 파주시 광탄면 방축리 562-1,37.80895029,126.8642637,,75,1.02,N,,,직접운영,2003-12-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,흥수목장,경기도 파주시 적성면 윗배우니길 101-49,경기도 파주시 적성면 객현리 152-3,37.97383663,126.9524904,,350,8.224,N,,,직접운영,2018-04-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,희망농장,경기도 파주시 광탄면 만장산로 316,경기도 파주시 광탄면 창만리 248-5,37.79561797,126.8706596,,117,1.26,N,,,직접운영,2023-08-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,희망농장,경기도 파주시 광탄면 보광로 804-15,경기도 파주시 광탄면 마장리 7-2,37.77317184,126.8929136,,51,0.69,N,,,직접운영,2020-03-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
