사업장명,축산인허가번호,소재지도로명주소,소재지지번주소,위도,경도,면적,주사육업종,사육두수,허가일자,관리기관명,관리부서전화번호,데이터기준일자
인왕축산한우,4060000-033-2023-0006,경기도 파주시 파주읍 약수길 216-62,경기도 파주시 파주읍 연풍리 52-1,37.8203918619,126.8384541523,2326.8,한우,,2023-05-23,경기도 파주시청,031-940-4914,2026-05-20
승진농장,4060000-033-2023-0007,경기도 파주시 적성면 율곡로 2951-52,경기도 파주시 적성면 어유지리 9,37.9950394464,126.997186765,186,염소,80,2023-06-01,경기도 파주시청,031-940-4914,2026-05-20
상훈농장2,4060000-033-2023-0008,경기도 파주시 적성면 어삼로182번길 76,경기도 파주시 적성면 어유지리 458,38.0049919229,126.9777366759,591.1,한우,,2023-06-01,경기도 파주시청,031-940-4914,2026-05-20
영신농장,4060000-033-2023-0009,경기도 파주시 광탄면 토란길 160-11,경기도 파주시 광탄면 발랑리 258-1,37.7964743383,126.8931318054,99.64,염소,14,2023-06-16,경기도 파주시청,031-940-4914,2026-05-20
갈곡흑염소농장,4060000-033-2023-0010,,경기도 파주시 법원읍 갈곡리 335-3,37.8522926311,126.9007554696,130,염소,8,2023-06-19,경기도 파주시청,031-940-4914,2026-05-20
파주흑염소농장,4060000-033-2023-0011,,경기도 파주시 법원읍 직천리 817,37.9018993865,126.9047524004,58.88,염소,30,2023-07-06,경기도 파주시청,031-940-4914,2026-05-20
여명목장2,4060000-033-2023-0012,,경기도 파주시 월롱면 도내리 73,37.7965480085,126.8284785833,1152,한우,50,2023-07-20,경기도 파주시청,031-940-4914,2026-05-20
두산농장,4060000-033-2023-0013,,경기도 파주시 군내면 정자리 549,37.9142245950412,126.7490696494207,198,염소,20,2023-07-20,경기도 파주시청,031-940-4914,2026-05-20
종훈농장,4060000-033-2023-0014,경기도 파주시 파평면 파산서원길 307-59,경기도 파주시 파평면 덕천리 513,37.9392171683,126.8544401381,2814.5,돼지,2400,2023-07-28,경기도 파주시청,031-940-4914,2026-05-20
대혁목장,4060000-033-2023-0015,,경기도 파주시 법원읍 삼방리 288-5,37.8331639895,126.8742210738,70.29,염소,25,2023-07-28,경기도 파주시청,031-940-4914,2026-05-20
세실리아목장,4060000-033-2023-0017,경기도 파주시 적성면 동서로 262,경기도 파주시 적성면 장현리 473-1,37.9776734416,126.9627516037,148.75,염소,12,2023-08-10,경기도 파주시청,031-940-4914,2026-05-20
다복농장,4060000-033-2023-0018,경기도 파주시 광탄면 혜음로1401번길 169-22,경기도 파주시 광탄면 창만리 705-1,37.802683642,126.8385929943,198,염소,,2023-08-16,경기도 파주시청,031-940-4914,2026-05-20
엘지농장,4060000-033-2023-0019,경기도 파주시 법원읍 자운서원로 109-1,경기도 파주시 법원읍 가야리 18-3,37.8594074982,126.8720539418,120,염소,55,2023-08-28,경기도 파주시청,031-940-4914,2026-05-20
한준농장,4060000-033-2023-0020,,경기도 파주시 오도동 55-1,37.7532133327,126.7250378086,70,염소,10,2023-09-05,경기도 파주시청,031-940-4914,2026-05-20
만성목장,4060000-033-2023-0021,,경기도 파주시 탄현면 축현리 236-4,37.8103777074,126.731839779,60,한우,5,2023-09-08,경기도 파주시청,031-940-4914,2026-05-20
적암목장2,4060000-033-2023-0022,경기도 파주시 적성면 율곡로3064번길 170-2,경기도 파주시 적성면 적암리 209-2,37.982708614,127.0004477931,7.56,염소,10,2023-09-13,경기도 파주시청,031-940-4914,2026-05-20
적암목장,4060000-033-2023-0023,경기도 파주시 적성면 율곡로3064번길 170-2,경기도 파주시 적성면 적암리 209-2,37.982708614,127.0004477931,95.76,한우,5,2023-09-13,경기도 파주시청,031-940-4914,2026-05-20
덕암목장,4060000-033-2023-0024,경기도 파주시 법원읍 못말길 392-51,경기도 파주시 법원읍 동문리 386-7,37.8724048604,126.8519840697,2567.47,젖소,70,2023-09-20,경기도 파주시청,031-940-4914,2026-05-20
우성목장,4060000-033-2023-0025,경기도 파주시 광탄면 혜음로1401번길 87-3,경기도 파주시 광탄면 창만리 1227,37.80457957,126.8443839,60,염소,20,2023-10-16,경기도 파주시청,031-940-4914,2026-05-20
전진농장,4060000-033-2023-0026,,경기도 파주시 광탄면 신산리 421-3,37.7986992222,126.8347379913,104.4,염소,35,2023-10-16,경기도 파주시청,031-940-4914,2026-05-20
담안농장,4060000-033-2023-0027,,경기도 파주시 적성면 장현리 419,37.9782333611,126.9671253216,2606.25,한우,170,2023-11-01,경기도 파주시청,031-940-4914,2026-05-20
금산농장,4060000-033-2023-0028,,경기도 파주시 탄현면 금산리 91,37.7943829831,126.7101922235,420,염소,,2023-11-28,경기도 파주시청,031-940-4914,2026-05-20
세일농장,4060000-033-2023-0029,경기도 파주시 조리읍 둑방길 190,경기도 파주시 조리읍 대원리 1176,37.7326413521,126.823881822,3159,한우,,2023-11-28,경기도 파주시청,031-940-4914,2026-05-20
감악산 그린농원,4060000-033-2023-0030,경기도 파주시 적성면 술이홀로 2095-66,경기도 파주시 적성면 식현리 299-7,37.9412103829,126.8970643661,38.54,염소,2,2023-12-04,경기도 파주시청,031-940-4914,2026-05-20
보리농장,4060000-033-2023-0031,,경기도 파주시 탄현면 만우리 238,37.8209498407,126.6976618142,63.6,염소,15,2023-12-18,경기도 파주시청,031-940-4914,2026-05-20
정진농장,4060000-033-2024-0001,,경기도 파주시 법원읍 동문리 8,37.8729048257,126.8709134662,192,염소,40,2024-05-01,경기도 파주시청,031-940-4914,2026-05-20
꿀이농장,4060000-033-2024-0002,경기도 파주시 파평면 파산서원길 307-239,경기도 파주시 파평면 장파리 1094,37.9426983289,126.8525993405,4427.2,돼지,200,2024-05-20,경기도 파주시청,031-940-4914,2026-05-20
명문목장,4060000-033-2024-0003,경기도 파주시 조리읍 봉천로 125-90,경기도 파주시 조리읍 봉일천리 300-44,37.7453855417,126.7980349825,182.7,염소,10,2024-06-05,경기도 파주시청,031-940-4914,2026-05-20
덕암목장,4060000-033-2024-0004,경기도 파주시 조리읍 전지미말길 134,경기도 파주시 조리읍 뇌조리 477,37.7693745058,126.8204348431,2943.55,염소,200,2024-07-02,경기도 파주시청,031-940-4914,2026-05-20
농업회사법인 주식회사 장강축산,4060000-033-2024-0005,경기도 파주시 적성면 듸링거리길 525-34,경기도 파주시 적성면 답곡리 144,37.9549261531,126.8585425484,3233.3,돼지,200,2024-09-25,경기도 파주시청,031-940-4914,2026-05-20
두희목장,4060000-033-2024-0006,경기도 파주시 적성면 어못내길 53-78,경기도 파주시 적성면 어유지리 193,38.0034616268,126.9846285366,198.38,한우,9,2024-10-16,경기도 파주시청,031-940-4914,2026-05-20
성준염소농장,4060000-033-2024-0007,,경기도 파주시 문산읍 운천리 19-4,37.8817855955,126.7899266969,104,염소,20,2024-11-04,경기도 파주시청,031-940-4914,2026-05-20
송도목장,4060000-033-2024-0008,경기도 파주시 법원읍 칡울길 101-72,경기도 파주시 법원읍 갈곡리 304,37.8561182128,126.9071207145,199,염소,5,2024-12-17,경기도 파주시청,031-940-4914,2026-05-20
양지농장,4060000-033-2024-0009,,경기도 파주시 상지석동 151-4,37.7255230613,126.7860131684,136,염소,10,2024-12-31,경기도 파주시청,031-940-4914,2026-05-20
행복한목장,4060000-033-2025-0001,,경기도 파주시 탄현면 법흥리 39,37.78683345,126.7172718375,165,염소,,2025-03-21,경기도 파주시청,031-940-4914,2026-05-20
영복농장,4060000-033-2025-0002,,경기도 파주시 광탄면 방축리 583,37.8104766017,126.8622200901,132,염소,,2025-06-26,경기도 파주시청,031-940-4914,2026-05-20
헬스목장,4060000-033-2025-0003,경기도 파주시 파평면 술이홀로 1993-127,경기도 파주시 파평면 덕천리 15-34,37.9329490622,126.8996844069,2834,젖소,,2025-08-04,경기도 파주시청,031-940-4914,2026-05-20
애축목장,4060000-033-2025-0004,경기도 파주시 월롱면 정문로488번길 162-29,경기도 파주시 월롱면 도내리 121-2,37.7981451517,126.8282850491,2496.9,젖소,,2025-08-22,경기도 파주시청,031-940-4914,2026-05-20
하민농장,4060000-033-2025-0005,경기도 파주시 적성면 가월로 32,경기도 파주시 적성면 가월리 1507,37.9631340872,126.9086851757,638.65,염소,60,2025-09-11,경기도 파주시청,031-940-4914,2026-05-20
정배농장,4060000-033-2025-0006,,경기도 파주시 파평면 덕천리 15-12,37.9341455939,126.9000262397,3079.5,한우,,2025-11-12,경기도 파주시청,031-940-4914,2026-05-20
파주종계장,4060000-002-2003-0002,경기도 파주시 적성면 산덕골길 312,경기도 파주시 적성면 장현리 146,37.9811958688,126.9789547273,3897.34,종계,54108,2003-04-14,경기도 파주시청,031-940-4914,2026-05-20
소래축산,4060000-002-2004-0001,경기도 파주시 파평면 청송로652번길 93-150,경기도 파주시 파평면 덕천리 51,37.9405794712,126.8908805436,4782.93,종계,29400,2004-04-22,경기도 파주시청,031-940-4914,2026-05-20
