농장명,행정동명,소재지주소,축종,사육두수,관리기관명,데이터기준일자
호원농장,가야곡면,충청남도 논산시 가야곡면 등리 156,한우,143,충청남도 논산시 축수산과,2024-09-30
홍현농장,연무읍,충청남도 논산시 연무읍 양지리 16,돼지,3000,충청남도 논산시 축수산과,2024-09-30
홍현농장Ⅱ,연무읍,충청남도 논산시 연무읍 양지리 16-29,돼지,110,충청남도 논산시 축수산과,2024-09-30
농업회사법인 주식회사 돈앤우리,연무읍,충청남도 논산시 연무읍 양지리 16-23,돼지,3000,충청남도 논산시 축수산과,2024-09-30
화정농장,양촌면,충청남도 논산시 양촌면 임화리 1042-1,한우,53,충청남도 논산시 축수산과,2024-09-30
성홍축산2,광석면,충청남도 논산시 광석면 중리 180-2,돼지,3000,충청남도 논산시 축수산과,2024-09-30
황골농장,은진면,충청남도 논산시 은진면 시묘리 183-5,한우,84,충청남도 논산시 축수산과,2024-09-30
문성농원,연무읍,충청남도 논산시 연무읍 고내리 562-3,돼지,3000,충청남도 논산시 축수산과,2024-09-30
황구농장,벌곡면,충청남도 논산시 벌곡면 한삼천리 28,염소,64,충청남도 논산시 축수산과,2024-09-30
황금농장,연무읍,충청남도 논산시 연무읍 양지리 28,돼지,1300,충청남도 논산시 축수산과,2024-09-30
황산농장,연산면,충청남도 논산시 연산면 신양리 182-1,한우,10,충청남도 논산시 축수산과,2024-09-30
농업회사법인(주)팜스코바이오인티,연무읍,충청남도 논산시 연무읍 봉동리 1207-11,돼지,3600,충청남도 논산시 축수산과,2024-09-30
황**농장,연산면,충청남도 논산시 연산면 한전리 354,한우,13,충청남도 논산시 축수산과,2024-09-30
황**농장,성동면,충청남도 논산시 성동면 정지리 377-2,한우,25,충청남도 논산시 축수산과,2024-09-30
(주)에스더블유디에프,가야곡면,충청남도 논산시 가야곡면 등리 709-7,돼지,4000,충청남도 논산시 축수산과,2024-09-30
황**농장,부적면,충청남도 논산시 부적면 신교리 13-2,한우,50,충청남도 논산시 축수산과,2024-09-30
휴산농장,광석면,충청남도 논산시 광석면 이사리 391-6,한우,100,충청남도 논산시 축수산과,2024-09-30
골드메추리,은진면,충청남도 논산시 은진면 시묘리 352-1 ,메추리,160000,충청남도 논산시 축수산과,2024-09-30
(재)연산오계재단,연산면,충청남도 논산시 연산면 화악리 172,산란계,50,충청남도 논산시 축수산과,2024-09-30
농장,가야곡면,충청남도 논산시 가야곡면 종연리 산 106-8,산란계,150,충청남도 논산시 축수산과,2024-09-30
자연담은 들녘 자연양계장,은진면,충청남도 논산시 은진면 시묘리 484-4,산란계,700,충청남도 논산시 축수산과,2024-09-30
황봉무역(황봉농장),벌곡면,충청남도 논산시 벌곡면 신양리 624-3,산란계,700,충청남도 논산시 축수산과,2024-09-30
상일축산,연무읍,충청남도 논산시 연무읍 동산리 161-1,산란계,2800,충청남도 논산시 축수산과,2024-09-30
(주)지산농원,연산면,충청남도 논산시 연산면 화악리 233-1,산란계,5000,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 양지리 산 35,산란계,12000,충청남도 논산시 축수산과,2024-09-30
알로만농장,가야곡면,충청남도 논산시 가야곡면 육곡리 482-2,산란계,13800,충청남도 논산시 축수산과,2024-09-30
한영농장,광석면,충청남도 논산시 광석면 율리 310-76,산란계,15020,충청남도 논산시 축수산과,2024-09-30
양촌농원,양촌면,충청남도 논산시 양촌면 도평리 72-11,산란계,25000,충청남도 논산시 축수산과,2024-09-30
대석농장,연무읍,충청남도 논산시 연무읍 양지리 145-2,산란계,30000,충청남도 논산시 축수산과,2024-09-30
수목원농장,노성면,충청남도 논산시 노성면 구암리 5-1,산란계,170000,충청남도 논산시 축수산과,2024-09-30
금강LF제2농장,광석면,충청남도 논산시 광석면 사월리 448-1 ,산란계,290457,충청남도 논산시 축수산과,2024-09-30
금강LF,광석면,충청남도 논산시 광석면 사월리 225-13,산란계,828672,충청남도 논산시 축수산과,2024-09-30
참농장,연산면,충청남도 논산시 연산면 화악리 382,오리,5000,충청남도 논산시 축수산과,2024-09-30
농장,부적면,충청남도 논산시 부적면 덕평리 1085-7,오리,10000,충청남도 논산시 축수산과,2024-09-30
조은농장,부적면,충청남도 논산시 부적면 감곡리 295-12,오리,12500,충청남도 논산시 축수산과,2024-09-30
진성농장,연무읍,충청남도 논산시 연무읍 황화정리 1403-22,오리,15000,충청남도 논산시 축수산과,2024-09-30
기러기농장,상월면,충청남도 논산시 상월면 상도리 379,오리,20000,충청남도 논산시 축수산과,2024-09-30
세종농장,채운면,충청남도 논산시 채운면 우기리 733-6,오리,20000,충청남도 논산시 축수산과,2024-09-30
대한농장,채운면,충청남도 논산시 채운면 삼거리 885-7,오리,45000,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 신양리 429-3,육계,7,충청남도 논산시 축수산과,2024-09-30
박** 축사,노성면,충청남도 논산시 노성면 가곡리 225,육계,10,충청남도 논산시 축수산과,2024-09-30
한범농장,벌곡면,충청남도 논산시 벌곡면 대덕리 505-2 ,육계,12,충청남도 논산시 축수산과,2024-09-30
명품닭농장,노성면,충청남도 논산시 노성면 죽림리 364-8  ,육계,20,충청남도 논산시 축수산과,2024-09-30
한** 축사,노성면,충청남도 논산시 노성면 병사리 401-2,육계,20,충청남도 논산시 축수산과,2024-09-30
농장,채운면,충청남도 논산시 채운면 화산리 247-2,육계,30,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 표정리 466-2,육계,50,충청남도 논산시 축수산과,2024-09-30
천** 가든,연산면,충청남도 논산시 연산면 송정리 69,육계,62,충청남도 논산시 축수산과,2024-09-30
오골계마을,연산면,충청남도 논산시 연산면 화악리 592,육계,100,충청남도 논산시 축수산과,2024-09-30
신광축산,연산면,충청남도 논산시 연산면 신암리 190-4,육계,100,충청남도 논산시 축수산과,2024-09-30
산앤들,연산면,충청남도 논산시 연산면 고정리 213,육계,150,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 고정리 169,육계,300,충청남도 논산시 축수산과,2024-09-30
농장,채운면,충청남도 논산시 채운면 심암리 산 27-2,육계,10000,충청남도 논산시 축수산과,2024-09-30
태봉농장2,연무읍,충청남도 논산시 연무읍 양지리 4-2호,육계,12000,충청남도 논산시 축수산과,2024-09-30
둥이농장,부적면,충청남도 논산시 부적면 부인리 540-4,육계,15000,충청남도 논산시 축수산과,2024-09-30
밀알농장,노성면,충청남도 논산시 노성면 호암리 512-2,육계,15000,충청남도 논산시 축수산과,2024-09-30
제일농장,노성면,충청남도 논산시 노성면 호암리 429-1,육계,18000,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 신양리 69-3,육계,20000,충청남도 논산시 축수산과,2024-09-30
용주농장,은진면,충청남도 논산시 은진면 성덕리 344-7,육계,22300,충청남도 논산시 축수산과,2024-09-30
노티농장,노성면,충청남도 논산시 노성면 노티리 87,육계,23270,충청남도 논산시 축수산과,2024-09-30
성동농장,성동면,충청남도 논산시 성동면 삼산리 244-1,육계,25000,충청남도 논산시 축수산과,2024-09-30
죽본농장,연무읍,충청남도 논산시 연무읍 죽본리 573,육계,25000,충청남도 논산시 축수산과,2024-09-30
농장,상월면,충청남도 논산시 상월면 주곡리 249-4,육계,25000,충청남도 논산시 축수산과,2024-09-30
보리수농장,성동면,충청남도 논산시 성동면 원남리 392,육계,25000,충청남도 논산시 축수산과,2024-09-30
보리수농장,성동면,충청남도 논산시 성동면 원남리 1121-17 ,육계,27000,충청남도 논산시 축수산과,2024-09-30
다운농장,가야곡면,충청남도 논산시 가야곡면 등리 산 54-10,육계,28000,충청남도 논산시 축수산과,2024-09-30
미리내농장,상월면,충청남도 논산시 상월면 대명리 313-6,육계,30000,충청남도 논산시 축수산과,2024-09-30
세종학당농장2,상월면,충청남도 논산시 상월면 학당리 239 ,육계,30000,충청남도 논산시 축수산과,2024-09-30
농장,벌곡면,충청남도 논산시 벌곡면 한삼천리 330-1,육계,30000,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 원남리 571-5 ,육계,30000,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 원남리 988,육계,30000,충청남도 논산시 축수산과,2024-09-30
컨츄리꼬꼬농장,상월면,충청남도 논산시 상월면 주곡리 249-4 ,육계,30000,충청남도 논산시 축수산과,2024-09-30
덕평농장,부적면,충청남도 논산시 부적면 덕평리 34-2,육계,30000,충청남도 논산시 축수산과,2024-09-30
농장,상월면,충청남도 논산시 상월면 석종리 559-6,육계,30000,충청남도 논산시 축수산과,2024-09-30
동광농장,부적면,충청남도 논산시 부적면 신교리 705-1,육계,32000,충청남도 논산시 축수산과,2024-09-30
봉황농장,양촌면,충청남도 논산시 양촌면 신기리 227-3,육계,33000,충청남도 논산시 축수산과,2024-09-30
한마음농장,가야곡면,충청남도 논산시 가야곡면 두월리 72-1 ,육계,35000,충청남도 논산시 축수산과,2024-09-30
꼬꼬농장,성동면,충청남도 논산시 성동면 원남리 1121-3,육계,35000,충청남도 논산시 축수산과,2024-09-30
김**농장,성동면,충청남도 논산시 성동면 정지리 485-1,육계,35000,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 원북리 725-16,육계,35000,충청남도 논산시 축수산과,2024-09-30
농장,양촌면,충청남도 논산시 양촌면 석서리 382,육계,35000,충청남도 논산시 축수산과,2024-09-30
소망농장,성동면,충청남도 논산시 성동면 우곤리 477-1 ,육계,35000,충청남도 논산시 축수산과,2024-09-30
종관농장,은진면,충청남도 논산시 은진면 토양리 455-6,육계,36000,충청남도 논산시 축수산과,2024-09-30
세일농장,은진면,충청남도 논산시 은진면 남산리 272,육계,40000,충청남도 논산시 축수산과,2024-09-30
예진농장,광석면,충청남도 논산시 광석면 사월리 산 36,육계,40000,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 우곤리 637,육계,40000,충청남도 논산시 축수산과,2024-09-30
길 농장,성동면,충청남도 논산시 성동면 원남리 939-2,육계,40000,충청남도 논산시 축수산과,2024-09-30
두경농장,노성면,충청남도 논산시 노성면 장구리 25-1 ,육계,40000,충청남도 논산시 축수산과,2024-09-30
대안농장,채운면,충청남도 논산시 채운면 우기리 119-6,육계,40000,충청남도 논산시 축수산과,2024-09-30
대경농장2,광석면,충청남도 논산시 광석면 광리 235-8,육계,40000,충청남도 논산시 축수산과,2024-09-30
천지농장,부적면,충청남도 논산시 부적면 신교리 677-11,육계,41000,충청남도 논산시 축수산과,2024-09-30
그린축산,연산면,충청남도 논산시 연산면 장전리 산 17-7,육계,45000,충청남도 논산시 축수산과,2024-09-30
태영농장,채운면,충청남도 논산시 채운면 용화리 78-4,육계,45000,충청남도 논산시 축수산과,2024-09-30
꼬꼬팜,성동면,충청남도 논산시 성동면 원북리 532-4,육계,45000,충청남도 논산시 축수산과,2024-09-30
시온농장,광석면,충청남도 논산시 광석면 오강리 19,육계,45835,충청남도 논산시 축수산과,2024-09-30
명인농장,가야곡면,충청남도 논산시 가야곡면 등리 643-3 ,육계,50000,충청남도 논산시 축수산과,2024-09-30
세종학당농장,상월면,충청남도 논산시 상월면 학당리 236,육계,50000,충청남도 논산시 축수산과,2024-09-30
농장,상월면,충청남도 논산시 상월면 대명리 329,육계,50000,충청남도 논산시 축수산과,2024-09-30
재궁농장,성동면,충청남도 논산시 성동면 원남리 910,육계,50000,충청남도 논산시 축수산과,2024-09-30
부흥농장,연무읍,충청남도 논산시 연무읍 황화정리 435-13 ,육계,50000,충청남도 논산시 축수산과,2024-09-30
종연농장,가야곡면,충청남도 논산시 가야곡면 종연리 740,육계,55000,충청남도 논산시 축수산과,2024-09-30
따봉농장-1,은진면,충청남도 논산시 은진면 성덕리 340-6,육계,55000,충청남도 논산시 축수산과,2024-09-30
봉산농장,부적면,충청남도 논산시 부적면 신교리 712-5,육계,60000,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 안심리 779-2,육계,65000,충청남도 논산시 축수산과,2024-09-30
이슬농장,상월면,충청남도 논산시 상월면 학당리 산 13-1,육계,70000,충청남도 논산시 축수산과,2024-09-30
닭세상농장,노성면,충청남도 논산시 노성면 읍내리 529-2,육계,70000,충청남도 논산시 축수산과,2024-09-30
신기농장,양촌면,충청남도 논산시 양촌면 신기리 306-2 ,육계,80000,충청남도 논산시 축수산과,2024-09-30
농업회사법인 남양농장 주식회사,상월면,충청남도 논산시 상월면 한천리 251-6,육계,80000,충청남도 논산시 축수산과,2024-09-30
대경농장,광석면,충청남도 논산시 광석면 광리 237-9,육계,94000,충청남도 논산시 축수산과,2024-09-30
전일농장(필기농장),채운면,충청남도 논산시 채운면 화정리 240-3,육계,110000,충청남도 논산시 축수산과,2024-09-30
삼마농장,성동면,충청남도 논산시 성동면 원남리 1354,육계,110000,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 화악리 525-1,육계,160000,충청남도 논산시 축수산과,2024-09-30
유성농장,성동면,충청남도 논산시 성동면 원봉리 804-1,육계,160000,충청남도 논산시 축수산과,2024-09-30
이화농장3,채운면,충청남도 논산시 채운면 심암리 367,종계,5300,충청남도 논산시 축수산과,2024-09-30
제일농장,광석면,충청남도 논산시 광석면 오강리 144-1,종계,7000,충청남도 논산시 축수산과,2024-09-30
동림농장,연무읍,충청남도 논산시 연무읍 봉동리 1333-9,종계,13900,충청남도 논산시 축수산과,2024-09-30
양지농장,연무읍,충청남도 논산시 연무읍 마전리 932-3,종계,15100,충청남도 논산시 축수산과,2024-09-30
하나래농장,상월면,충청남도 논산시 상월면 대명리 265-6 ,종계,16100,충청남도 논산시 축수산과,2024-09-30
태을1농장,상월면,충청남도 논산시 상월면 신충리 252-16,종계,16400,충청남도 논산시 축수산과,2024-09-30
영신농장,채운면,충청남도 논산시 채운면 우기리 298-1,종계,17600,충청남도 논산시 축수산과,2024-09-30
일석농장,성동면,충청남도 논산시 성동면 원북리 693-1,종계,17800,충청남도 논산시 축수산과,2024-09-30
태봉농장1,연무읍,충청남도 논산시 연무읍 양지리 5,종계,18300,충청남도 논산시 축수산과,2024-09-30
우승농장,성동면,충청남도 논산시 성동면 원남리 385-6,종계,19000,충청남도 논산시 축수산과,2024-09-30
부강농장,성동면,충청남도 논산시 성동면 병촌리 26,종계,19700,충청남도 논산시 축수산과,2024-09-30
한성농장,가야곡면,충청남도 논산시 가야곡면 두월리 98,종계,20000,충청남도 논산시 축수산과,2024-09-30
금강농장,가야곡면,충청남도 논산시 가야곡면 함적리 363-5,종계,20000,충청남도 논산시 축수산과,2024-09-30
자매농장,가야곡면,충청남도 논산시 가야곡면 두월리 99-1,종계,20000,충청남도 논산시 축수산과,2024-09-30
상일농장,연무읍,충청남도 논산시 연무읍 동산리 161-1,종계,20200,충청남도 논산시 축수산과,2024-09-30
대명농장,상월면,충청남도 논산시 상월면 대촌리 31-2,종계,21400,충청남도 논산시 축수산과,2024-09-30
안심농장,연무읍,충청남도 논산시 연무읍 안심리 298,종계,21500,충청남도 논산시 축수산과,2024-09-30
하나래농장,성동면,충청남도 논산시 성동면 원남리 1123-13,종계,23000,충청남도 논산시 축수산과,2024-09-30
농업회사법인(주)피에스코팜 익산지점,연무읍,충청남도 논산시 연무읍 마전리 911-17 ,종계,23000,충청남도 논산시 축수산과,2024-09-30
연무농장,연무읍,충청남도 논산시 연무읍 신화리 1355-7,종계,25233,충청남도 논산시 축수산과,2024-09-30
원남농장,성동면,충청남도 논산시 성동면 원남리 528-2,종계,28000,충청남도 논산시 축수산과,2024-09-30
태을농장-2,노성면,충청남도 논산시 노성면 송당리 385-6,종계,30800,충청남도 논산시 축수산과,2024-09-30
황화농장,연무읍,충청남도 논산시 연무읍 마전리 20 ,종계,31500,충청남도 논산시 축수산과,2024-09-30
영송농장,가야곡면,충청남도 논산시 가야곡면 목곡리 46-2 ,종계,32000,충청남도 논산시 축수산과,2024-09-30
계림농장,성동면,충청남도 논산시 성동면 월성리 373,종계,40000,충청남도 논산시 축수산과,2024-09-30
성우농장,광석면,충청남도 논산시 광석면 이사리 397-4,종계,50000,충청남도 논산시 축수산과,2024-09-30
동일농장,부적면,충청남도 논산시 부적면 감곡리 10-2  ,종계,55000,충청남도 논산시 축수산과,2024-09-30
농업회사법인 하이팜(주),성동면,충청남도 논산시 성동면 우곤리 1543-8,종계,63000,충청남도 논산시 축수산과,2024-09-30
경영농장,채운면,충청남도 논산시 채운면 삼거리 910-6,종계,70000,충청남도 논산시 축수산과,2024-09-30
